Canada,38.2,10,8,0.2,14,43.8,48.8,4.7,1.5,16,18,85g,—,—
United States of America,329.9,12,9,0.3,2,361.8,385.7,5.7,1.7,18,16,76,68,—
Latin America and the Caribbean,651,16,6,1.0,-1,724,759,14,2.0,24,9,76,71,—
Central America,179,18,6,1.2,-0,203,216,13,2.2,28,7,71,67,—
Belize,0.4,20,5,1.5,3,0.5,0.6,13,2.3,36,4,51,49,66
Costa Rica,5.1,13,5,0.8,3,5.7,6.1,8.3,1.6,22,9,71,69,83
El Salvador,6.5,19,6,1.3,-4,6.6,6.1,12,2.1,26,8,72,68,82
Guatemala,18.1,22,5,1.7,0,23.4,27.7,20,2.7,37,5,61,49,66
Honduras,9.9,19,5,1.4,-2,11.6,12.7,15,2.2,30,5,73,64,76
Mexico,127.8,17,6,1.2,-0,141.9,148.2,11,2.1,27,7,73,70,—
Nicaragua,6.6,21,4,1.8,5,7.7,8.5,16,2.4,31,5,80,77,90
Panama,4.3,19,5,1.4,1,5.2,5.8,14,2.4,26,8,51,47,63
Caribbean,43,16,8,0.8,-4,45,46,32,2.1,24,10,58,56,71
Antigua and Barbuda,0.1,11,6,0.4,0,0.1,0.1,9,2.0,21,9,—,—,—
Bahamas,0.4,14,7,0.7,3,0.4,0.5,6,1.7,22,7,—,—,—
Barbados,0.3,11,9,0.2,-0,0.3,0.3,10,1.6,17,16,59,55,70
Cuba,11.3,10,10,0.1,-2,10.9,10.0,4.0,1.6,16,15,74,72,88
Curaçao,0.2,10,9,0.1,-17,0.2,0.2,8.1,1.6,17,18,—,—,—
Dominica,0.07,10,10,0.0,1,0.07,0.07,20,1.8,22,11,—,—,—
Dominican Republic,10.5,19,6,1.3,-3,11.8,12.5,22,2.3,27,6,70,68,84
Grenada,0.1,16,10,0.6,-2,0.1,0.1,21,2.0,24,10,—,—,—
Guadeloupe,0.4,11,9,0.2,-14,0.4,0.4,8.0,2.1,18,21,—,—,—
Haiti,11.4,24,8,1.6,-3,13.3,14.9,59,3.0,33,5,34,32,44
Jamaica,2.8,16,8,0.8,-9,2.7,2.3,12,2.1,26,9,73,68,79
Martinique,0.4,10,9,0.1,-13,0.3,0.3,10,2.0,15,23,—,—,—
Puerto Rico,3.2,7,9,-0.2,-14,2.6,2.1,6.6,1.0,15,20,—,—,—
St. Kitts-Nevis,0.05,13,7,0.6,0,0.06,0.06,8,1.8,20,9,—,—,—
Saint Lucia,0.2,12,7,0.5,0,0.2,0.2,12,1.4,19,9,56,53,72
St. Vincent and the Grenadines,0.1,14,9,0.5,-2,0.1,0.1,14,1.9,22,10,—,—,—
Trinidad and Tobago,1.4,13,9,0.4,-1,1.4,1.3,17,1.5,21,9,40,38,58
South America,429,15,6,0.9,-1,476,497,13,2.0,23,9,79,74,—
Argentina,45.4,17,8,0.9,-0,51.2,56.1,8.8,2.3,24,12,81g,78g,—
Bolivia,11.6,22,6,1.6,-2,14.1,16.5,29,2.8,31,7,67,45,—
Brazil,211.8,14,6,0.8,-0,229.2,232.9,10,1.7,21,9,80,78,—
Chile,19.5,12,6,0.6,13,21.1,21.6,5.6,1.6,19,12,76,70,—
Colombia,49.4,13,5,0.9,4,54.0,55.4,14,2.0,24,9,81,76,86
Ecuador,17.5,17,4,1.3,1,20.7,23.1,11,2.3,29,7,80,72,80
French Guiana,0.3,27,4,2.4,1,0.4,0.5,10,3.6,32,6,—,—,—
Guyana,0.8,20,8,1.2,-7,0.8,0.8,26,2.4,28,7,34,33,52
Paraguay,7.3,21,6,1.5,-2,8.4,9.3,17,2.5,30,6,68,67,83
Peru,32.8,19,5,1.4,-3,37.2,40.2,15,2.2,26,8,76,55,67
Suriname,0.6,17,6,1.0,-2,0.7,0.8,17,2.8,27,7,39,39,57
Uruguay,3.5,13,9,0.4,-0,3.7,3.7,6.5,1.8,20,14,80g,78g,—
Venezuela,28.6,18,7,1.1,-21,34.2,36.2,28,2.3,26,8,75,—,—
ASIA,4626,17,7,1.0,-0,5112,5331,27,2.0,24,9,64,57,—
Asia (Excluding China),3215,19,6,1.3,-0,3680,3956,31,2.3,27,7,55,47,—
Western Asia,281,20,5,1.6,3,344,389,18,2.6,28,6,52,37,—
Armenia,3.0,12,9,0.3,-5,2.9,2.8,6,1.6,20,12,57,28,40
Azerbaijan,10.1,14,6,0.8,0,10.9,11.0,11,1.8,22,7,55,14,—
Bahrain,1.5,14,2,1.2,22,1.8,2.0,6,2.0,19,3,—,—,—
Cyprus,1.2,11,7,0.4,4,1.4,1.4,3,1.5,17,14,—,—,—
Georgia,3.7,13,13,0.0,-3,3.8,3.5,8,2.0,20,15,41,33,51
Iraq,39.7,27,4,2.3,0,52.4,64.3,23,3.6,37,3,53,36,54
Israel,9.2,20,5,1.5,3,11.3,13.5,3.0,3.0,28,12,—,—,—
Jordan,10.7,22,4,1.8,1,12.9,13.9,17,2.7,34,4,52,37,57
Kuwait,4.7,14,2,1.2,7,5.4,5.9,7,2.2,22,3,—,—,—
Lebanon,6.8,17,5,1.2,-12,6.2,6.5,9,2.1,26,7,55,47,—
Oman,4.7,21,2,1.9,19,5.7,6.4,9,2.9,22,3,30,19,40
Palestinian Territory,5.0,30,4,2.7,-2,6.8,8.7,17,3.5,38,3,57,44,65
Qatar,2.8,10,1,0.9,15,3.4,3.8,6,1.8,14,1,38,34,69
Saudi Arabia,35.0,15,3,1.2,4,43.1,48.1,12,2.0,25,3,25,21,—
Syria,19.4,24,5,1.9,19,28.1,33.2,17,3.0,34,5,54,38,53
Turkey,83.7,18,5,1.2,2,97.2,105.0,9,2.3,23,9,70,49,60
United Arab Emirates,9.8,11,1,1.0,4,10.6,10.3,6,1.4,15,1,—,—,—
Yemen,29.8,30,6,2.4,-1,39.6,48.1,43,3.7,39,3,34,29,47
Central Asia,75,23,5,1.8,-1,89,101,16,2.8,30,5,54,52,—
Kazakhstan,18.7,21,7,1.4,-1,21.5,24.0,8,2.8,28,7,53,50,73
Kyrgyzstan,6.6,27,5,2.2,-1,8.0,9.2,15,3.3,32,5,39,38,67
Tajikistan,9.4,25,4,2.2,-0,12.5,16.0,27,3.5,34,3,29,27,52
Turkmenistan,6.0,23,7,1.6,-1,7.1,7.9,43,3.0,31,4,50,47,76
Uzbekistan,34.2,23,5,1.9,-0,39.9,43.8,11,2.5,29,5,65,62,—
South Asia,1967,21,6,1.5,-1,2269,2456,37,2.4,29,6,53,46,69
Afghanistan,38.9,33,6,2.7,-2,54.7,70.7,50,4.5,43,3,19g,18g,—
Bangladesh,169.8,21,5,1.6,-2,196.9,215.5,34,2.3,28,5,63,59,77
Bhutan,0.7,16,7,0.9,0,0.8,0.9,15,1.7,26,6,66,65,85
India,1400.1,20,6,1.4,-0,1576.3,1663.0,33,2.2,27,6,54,48,72
Iran,84.2,17,5,1.2,0,92.5,94.6,6,2.0,24,6,77,57,69
Maldives,0.5,19,4,1.5,15,0.5,0.5,7,2.1,20,4,19,15,30
Nepal,30.0,21,7,1.4,-1,37.0,40.5,34,2.2,29,6,53,43,56
Pakistan,220.9,28,6,2.2,-1,287.2,347.8,62,3.6,36,4,34,25,49
Sri Lanka,21.9,15,6,0.9,-3,22.7,22.3,9,2.1,25,8,65,54,74
Southeast Asia,662,18,7,1.1,-1,749,800,22,2.2,26,7,64,55,73
Brunei,0.5,14,4,1.0,0,0.5,0.5,9,1.7,21,5,—,—,—
Cambodia,15.5,22,6,1.6,-2,18.8,19.7,22,2.5,31,5,56,39,56
Indonesia,271.7,18,7,1.2,-0,307.7,328.7,25,2.3,27,6,64,57,77
Laos,7.2,23,7,1.6,-2,8.6,9.4,52,2.8,32,4,54,49,72
Malaysia,32.8,16,5,1.0,-4,38.0,41.1,7,1.8,23,7,52,34,-
Myanmar,54.7,18,8,1.0,-3,60.4,62.6,37,2.0,28,6,52,51,75
Philippines,109.6,22,6,1.6,-1,135.4,158.7,21,2.7,30,5,54,40,57
Singapore,5.8,9,5,0.4,5,6.3,6.3,1.7,1.1,15,14,—,—,—
Thailand,66.5,10,8,0.2,0,66.6,62.9,7,1.5,17,12,78,76,89
Timor-Leste,1.3,30,6,2.4,-4,1.8,2.2,30,4.0,37,4,26,24,47
Vietnam,96.2,16,6,1.0,-1,105.1,108.3,14,2.1,23,8,78,66,—
East Asia,1641,10,7,0.3,-0,1662,1585,9,1.5,16,14,81,77,—
China,1402.4,10,7,0.3,-0,1423.6,1366.1,9,1.5,17,13,85,81,—
China Hong Kong SARh,7.5,7,6,0.1,1,8.1,8.2,1.5,1.1,12,16,67,65,—
China Macao SARh,0.7,9,3,0.6,13,0.8,0.8,2,0.9,13,12,—,—,—
Japan,126.0,7,11,-0.4,2,123.6,109.9,1.9,1.3,12,29,40,33,—
Korea North,25.8,14,9,0.5,-0,26.8,26.6,12,1.9,20,9,70,69,90
Korea South,51.8,6,6,0.0,0,51.6,47.7,2.8,0.9,12,16,82,—,—
Mongolia,3.4,25,6,1.9,0,4.2,5.0,16,3.5,31,4,48,45,64
Taiwan,23.6,8,7,0.0,-0,23.1,20.7,4.2,1.0,13,16,75,—,—
EUROPE,747,10,11,-0.1,2,744,729,4,1.5,16,19,71,63,—
European Union,447,9,10,-0.1,3,448,440,3,1.5,15,21,72,66,—
Northern Europe,106,11,9,0.2,4,112,115,3,1.6,18,19,83,82,—
Channel Islands,0.2,9,8,0.1,9,0.2,0.2,6.2,1.3,15,17,—,—,—
Denmark,5.8,11,9,0.1,2,6.2,6.4,3.1,1.7,16,20,—,—,—
Estonia,1.3,11,12,-0.1,4,1.3,1.3,1.8,1.7,16,20,63,58,—
Finland,5.5,8,10,-0.2,3,5.6,5.4,2.1,1.4,16,22,85,82,—
Iceland,0.4,12,6,0.5,14,0.4,0.4,1.7,1.7,19,14,—,—,—
Ireland,5.0,12,6,0.6,7,5.5,6.0,3.1,1.8,20,14,73,71,—
Latvia,1.9,10,14,-0.5,-1,1.7,1.5,3.2,1.6,16,20,—,—,—
Lithuania,2.8,10,14,-0.4,4,2.5,2.1,3.2,1.6,15,20,63,50,—
Norway,5.4,10,8,0.3,4,5.9,6.3,2.1,1.5,17,18,88g,82g,—
Sweden,10.4,11,9,0.3,7,11.3,11.9,1.8,1.8,18,20,—,—,—
United Kingdom,67.2,11,9,0.2,3,70.9,73.6,3.7,1.6,18,19,84,84,—
Western Europe,195,10,10,0.0,3,201,202,3,1.7,16,21,78,75,—
Austria,8.9,10,9,0.0,4,9.4,9.7,2.7,1.5,14,19,79,—,—
Belgium,11.5,10,10,0.1,4,12.1,12.4,3.2,1.6,17,19,67,65,—
France,64.9,11,9,0.2,-0,68.6,71.1,3.6,1.8,18,21,78,73,—
Germany,83.3,10,12,-0.2,4,82.2,79.2,3.2,1.6,14,22,80,80,—
Liechtenstein,0.04,10,7,0.3,4,0.04,0.04,3.7,1.6,15,18,—,—,—
Luxembourg,0.6,10,7,0.3,18,0.7,0.8,4.1,1.3,16,15,—,—,—
Monaco,0.04,6,7,-0.1,1,0.04,0.04,—,1.5,13,26,—,—,—
Netherlands,17.5,10,9,0.1,6,18.2,18.4,3.5,1.6,16,19,73,70,—
Switzerland,8.6,10,8,0.2,6,9.8,10.3,3.3,1.4,15,18,72,67,—
Eastern Europe,292,10,13,-0.2,1,279,264,5,1.5,17,16,67,54,—
Belarus,9.4,9,13,-0.4,1,9.3,9.3,2.5,1.4,17,15,71,59,—
Bulgaria,6.9,9,16,-0.7,-0,6.3,5.8,5.6,1.6,14,22,69,40,—
Czechia,10.7,11,11,0.0,4,10.8,10.8,2.6,1.7,16,20,86,78,86
Hungary,9.8,9,13,-0.4,4,9.5,9.3,3.8,1.5,15,20,62,54,—
Moldova,3.5,9,10,-0.1,1,3.3,2.9,10,1.2,16,12,60,42,60
Poland,38.4,10,11,-0.1,0,36.5,34.0,3.7,1.4,15,18,62,—,—
Romania,19.2,11,14,-0.3,2,17.8,16.2,5.9,1.4,16,19,70,51,—
Russia,146.7,11,13,-0.2,0,142.0,136.6,5.1,1.6,18,15,68,55,72
Slovakia,5.5,10,10,0.1,10,5.3,5.0,5.1,1.5,16,17,—,—,—
Ukraine,41.8,8,14,-0.6,0,37.7,33.6,7.1,1.3,15,17,65,48,68
Southern Europe,153,8,10,-0.2,2,153,148,3,1.3,14,21,63,51,—
Albania,2.8,10,8,0.2,-8,2.7,2.4,8.9,1.8,17,14,46,4,6
Andorra,0.08,7,4,0.3,15,0.08,0.08,3.4,1.0,13,15,—,—,—
Bosnia-Herzegovina,3.3,8,11,-0.3,-4,3.0,2.7,6,1.3,15,17,46,12,22
Croatia,4.0,9,13,-0.4,-3,3.8,3.4,4.0,1.5,14,20,—,—,—
Greece,10.7,8,11,-0.3,2,9.7,9.0,3.5,1.4,14,22,—,—,—
Italy,60.3,7,11,-0.4,2,59.7,57.8,2.8,1.3,13,23,65,52,—
Kosovoi,1.8,12,5,0.7,-9,1.8,1.7,8,1.6,24,9,—,—,—
Malta,0.5,9,8,0.2,20,0.5,0.5,6.6,1.2,14,19,—,—,—
Montenegro,0.6,12,11,0.1,-1,0.6,0.7,1.7,1.8,18,15,21,12,28
North Macedonia,2.1,10,10,0.1,2,2.0,1.9,6,1.4,16,14,40,13,—
Portugal,10.3,9,11,-0.3,1,9.9,9.4,3.2,1.4,14,22,74g,67g,—
San Marino,0.03,7,7,-0.1,5,0.03,0.03,3.8,1.3,15,18,—,—,—
Serbia,7.0,9,15,-0.5,-0,8.0,7.1,4.9,1.5,14,20,58,18,25
Slovenia,2.1,10,10,0.0,1,2.1,2.0,1.9,1.6,15,19,—,—,—
Spain,47.6,8,9,-0.1,4,49.2,49.6,2.6,1.3,15,19,62,60,—
OCEANIA,43,17,7,1.0,6,53,63,16,2.3,23,12,60,56,—
Australia,25.8,13,6,0.6,9,31.8,37.1,3.1,1.7,19,16,67,65,—
Federated States of Micronesia,0.1,24,5,1.8,-16,0.1,0.1,29,3.2,32,4,—,—,—
Fiji,0.9,18,8,1.0,-6,0.9,0.9,14,2.4,29,6,—,—,—
French Polynesia,0.3,15,6,1.0,-4,0.3,0.3,6.7,2.0,23,8,—,—,—
Guam,0.2,18,6,1.3,-4,0.2,0.2,10.3,3.0,25,10,—,—,—
Kiribati,0.1,26,7,1.9,-1,0.2,0.2,41,3.3,35,4,34,27,54
Marshall Islands,0.06,25,4,2.1,-18,0.06,0.06,23,3.8,39,3,45,42,80
Nauru,0.01,29,8,2.1,-11,0.01,0.01,35,3.7,40,13,36,25,42
New Caledonia,0.3,17,6,1.1,4,0.3,0.4,4,2.3,23,9,—,—,—
New Zealand,5.0,12,7,0.5,9,5.7,6.1,4.5,1.8,19,16,80g,75g,—
Palau,0.02,14,9,0.5,-3,0.02,0.02,17,2.4,20,7,—,—,—
Papua New Guinea,9.0,32,11,2.1,0,11.8,15.1,33,4.2,36,3,37,31,49
Samoa,0.2,27,5,2.2,-15,0.2,0.2,14,4.3,38,5,27,24,39
Solomon Islands,0.7,30,5,2.5,-2,1.0,1.4,19,4.1,40,4,29,24,38
Tonga,0.1,24,7,1.7,-19,0.1,0.09,17,3.5,36,6,34,28,48
Tuvalu,0.01,25,9,1.6,-12,0.01,0.01,21,3.6,31,5,31,22,41
Vanuatu,0.3,29,4,2.5,-0,0.4,0.6,28,3.7,39,4,49,37,51
